id,label
234,positive
235,positive
236,negative
237,positive
238,negative
239,positive
240,negative
241,positive
242,positive
243,negative
244,positive
245,positive
246,positive
247,negative
248,positive
249,positive
250,negative
251,negative
252,negative
253,negative
254,negative
255,positive
256,positive
257,positive
258,negative
259,negative
260,negative
261,positive
262,negative
263,positive
264,positive
265,positive
266,negative
267,negative
268,negative
269,positive
270,positive
271,negative
272,negative
273,negative
274,negative
275,negative
276,negative
277,positive
278,negative
279,positive
280,positive
281,positive
282,positive
283,negative
284,positive
285,negative
286,negative
287,positive
288,positive
289,negative
290,positive
291,positive
292,positive
293,negative
294,negative
295,positive
296,positive
297,negative
298,positive
299,positive
300,positive
301,negative
302,positive
303,positive
304,positive
305,positive
306,positive
307,positive
308,positive
309,positive
310,negative
311,positive
312,positive
313,negative
314,negative
315,negative
316,positive
317,negative
318,negative
319,negative
320,negative
321,positive
322,negative
323,positive
324,positive
325,negative
326,negative
327,negative
328,negative
329,positive
330,negative
331,positive
332,positive
333,negative
334,negative
335,positive
336,negative
337,negative
338,negative
339,positive
340,positive
341,positive
342,positive
343,negative
344,negative
345,positive
346,positive
347,positive
348,positive
349,negative
350,positive
351,negative
352,negative
353,positive
354,negative
355,positive
356,positive
357,positive
358,negative
359,negative
360,negative
361,positive
362,negative
363,negative
364,positive
365,positive
366,negative
367,positive
368,negative
369,positive
370,positive
371,positive
372,negative
373,positive
374,positive
375,positive
376,negative
377,positive
378,negative
379,positive
380,positive
381,negative
382,negative
383,positive
384,positive
385,negative
386,positive
387,negative
388,positive
389,negative
390,negative
391,positive
392,positive
393,positive
394,positive
395,positive
396,positive
397,positive
398,positive
399,negative
400,positive
401,negative
402,negative
403,positive
404,positive
405,negative
406,negative
407,positive
408,negative
409,positive
410,positive
411,negative
412,positive
413,positive
414,negative
415,positive
416,positive
417,positive
418,negative
419,positive
420,positive
421,negative
422,negative
423,negative
424,negative
425,positive
426,negative
427,negative
428,negative
429,negative
430,negative
431,positive
432,negative
433,positive
434,positive
435,negative
436,negative
437,positive
438,negative
439,negative
440,positive
441,positive
442,positive
443,positive
444,negative
445,negative
446,positive
447,negative
448,negative
449,negative
450,positive
451,positive
452,positive
453,positive
454,positive
455,negative
456,negative
457,negative
458,positive
459,negative
460,positive
461,positive
462,positive
463,positive
464,positive
465,positive
466,positive
467,negative
468,positive
469,negative
470,positive
471,positive
472,negative
473,negative
474,negative
475,positive
476,positive
477,positive
478,positive
479,negative
480,positive
481,negative
482,negative
483,positive
484,positive
485,negative
486,positive
487,positive
488,positive
489,negative
490,positive
491,negative
492,negative
493,negative
494,negative
495,positive
496,negative
497,negative
498,negative
499,negative
500,negative
501,positive
502,positive
503,negative
504,negative
505,positive
506,positive
507,negative
508,negative
509,negative
510,negative
511,positive
512,positive
513,positive
514,positive
515,positive
516,negative
517,positive
518,negative
519,positive
520,negative
521,positive
522,positive
523,positive
524,positive
525,negative
526,negative
527,positive
528,negative
529,negative
530,positive
531,negative
532,negative
533,positive
534,negative
535,positive
536,positive
537,positive
538,positive
539,negative
540,positive
541,negative
542,negative
543,positive
544,negative
545,negative
546,positive
547,negative
548,positive
549,negative
550,positive
551,positive
552,positive
553,negative
554,negative
555,positive
556,negative
557,negative
558,positive
559,negative
560,negative
561,positive
562,negative
563,positive
564,negative
565,positive
566,positive
567,positive
568,negative
569,negative
570,positive
571,negative
572,positive
573,negative
574,positive
575,positive
576,positive
577,positive
578,positive
579,positive
580,negative
581,negative
582,negative
583,positive
584,negative
585,negative
586,negative
587,negative
588,positive
589,positive
590,positive
591,positive
592,negative
593,negative
594,positive
595,positive
596,positive
597,negative
598,positive
599,positive
600,positive
601,negative
602,negative
603,negative
604,negative
605,positive
606,positive
607,negative
608,positive
609,negative
610,negative
611,negative
612,negative
613,negative
614,negative
615,positive
616,positive
617,negative
618,negative
619,negative
620,positive
621,negative
622,negative
623,positive
624,positive
625,positive
626,positive
627,negative
628,positive
629,positive
630,positive
631,negative
632,negative
633,negative
634,positive
635,negative
636,negative
637,negative
638,positive
639,negative
640,positive
641,negative
642,negative
643,positive
644,positive
645,positive
646,negative
647,positive
648,positive
649,negative
650,negative
651,negative
652,positive
653,positive
654,negative
655,positive
656,positive
657,negative
658,positive
659,negative
660,negative
661,positive
662,negative
663,positive
664,positive
665,positive
666,positive
667,negative
668,positive
669,negative
670,positive
671,positive
672,negative
673,positive
674,negative
675,negative
676,positive
677,positive
678,negative
679,negative
680,negative
681,negative
682,negative
683,positive
684,negative
685,negative
686,positive
687,negative
688,negative
689,negative
690,positive
691,positive
692,positive
693,negative
694,positive
695,negative
696,positive
697,negative
698,positive
699,negative
700,positive
701,negative
702,positive
703,positive
704,negative
705,positive
706,negative
707,negative
708,positive
709,positive
710,negative
711,negative
712,negative
713,negative
714,negative
715,positive
716,negative
717,negative
718,positive
719,positive
720,positive
721,negative
722,negative
723,positive
724,positive
725,positive
726,negative
727,positive
728,negative
729,negative
730,positive
731,positive
732,positive
733,positive
734,negative
735,negative
736,negative
737,negative
738,negative
739,positive
740,negative
741,positive
742,negative
743,negative
744,negative
745,negative
746,negative
747,negative
748,positive
749,positive
750,positive
751,positive
752,negative
753,positive
754,positive
755,negative
756,positive
757,negative
758,negative
759,positive
760,positive
761,negative
762,positive
763,negative
764,negative
765,positive
766,negative
767,negative
768,negative
769,negative
770,positive
771,negative
772,negative
773,positive
774,negative
775,negative
776,positive
777,negative
778,negative
779,negative
780,positive
781,positive
782,positive
783,negative
784,negative
785,negative
786,negative
787,positive
788,positive
789,negative
790,positive
791,negative
792,positive
793,positive
794,positive
795,negative
796,negative
797,positive
798,negative
799,negative
800,negative
801,positive
802,positive
803,negative
804,positive
805,negative
806,positive
807,positive
808,positive
809,positive
810,positive
811,positive
812,negative
813,negative
814,negative
815,positive
816,positive
817,positive
818,positive
819,negative
820,negative
821,negative
822,negative
823,positive
824,negative
825,positive
826,positive
827,negative
828,negative
829,positive
830,positive
831,negative
832,negative
833,positive
834,positive
835,negative
836,negative
837,positive
838,negative
839,positive
840,positive
841,positive
842,negative
843,negative
844,negative
845,negative
846,negative
847,negative
848,positive
849,negative
850,negative
851,negative
852,positive
853,negative
854,positive
855,negative
856,positive
857,negative
858,negative
859,positive
860,positive
861,positive
862,negative
863,negative
864,negative
865,positive
866,negative
867,negative
868,negative
869,negative
870,positive
871,positive
872,positive
873,positive
874,positive
875,positive
876,negative
877,negative
878,positive
879,positive
880,negative
881,negative
882,positive
883,positive
884,negative
885,negative
886,negative
887,negative
888,negative
889,positive
890,negative
891,positive
892,negative
893,positive
894,positive
895,negative
896,negative
897,positive
898,negative
899,positive
900,negative
901,positive
902,positive
903,negative
904,negative
905,positive
906,negative
907,negative
908,positive
909,negative
910,negative
911,positive
912,negative
913,positive
914,negative
915,positive
916,negative
917,negative
918,positive
919,negative
920,positive
921,positive
922,negative
923,negative
924,negative
925,positive
926,negative
927,negative
928,negative
929,positive
930,positive
931,negative
932,positive
933,positive
934,negative
935,positive
936,negative
937,positive
938,negative
939,negative
940,positive
941,negative
942,positive
943,negative
944,positive
945,positive
946,negative
947,negative
948,positive
949,positive
950,positive
951,negative
952,positive
953,negative
954,negative
955,negative
956,positive
957,negative
958,negative
959,negative
960,negative
961,negative
962,positive
963,negative
964,positive
965,positive
966,positive
967,positive
968,positive
969,positive
970,negative
971,positive
972,positive
973,positive
974,negative
975,positive
976,negative
977,negative
978,negative
979,positive
980,positive
981,positive
982,positive
983,negative
984,positive
985,positive
986,negative
987,negative
988,negative
989,positive
990,negative
991,negative
992,positive
993,positive
994,positive
995,negative
996,positive
997,negative
998,negative
999,negative
1000,negative
1001,positive
1002,positive
1003,positive
1004,positive
1005,negative
1006,positive
1007,positive
1008,positive
1009,negative
1010,positive
1011,negative
1012,positive
1013,negative
1014,negative
1015,positive
1016,negative
1017,positive
1018,negative
1019,positive
1020,positive
1021,positive
1022,positive
1023,positive
1024,negative
1025,positive
1026,negative
1027,negative
1028,positive
1029,negative
1030,positive
1031,positive
1032,positive
1033,negative
1034,positive
1035,negative
1036,positive
1037,positive
1038,negative
1039,negative
1040,negative
1041,positive
1042,positive
1043,positive
1044,positive
1045,positive
1046,positive
1047,negative
1048,negative
1049,positive
1050,negative
1051,positive
1052,negative
1053,negative
1054,negative
1055,negative
1056,positive
1057,positive
1058,positive
1059,positive
1060,positive
1061,positive
1062,positive
1063,negative
1064,negative
1065,negative
1066,positive
1067,positive
1068,negative
1069,negative
1070,positive
1071,positive
1072,negative
1073,negative
1074,negative
1075,negative
1076,positive
1077,positive
1078,negative
1079,positive
1080,negative
1081,negative
1082,negative
1083,positive
1084,positive
1085,negative
1086,positive
1087,negative
1088,positive
1089,positive
1090,positive
1091,positive
1092,negative
1093,positive
1094,negative
1095,positive
1096,negative
1097,positive
1098,negative
1099,positive
1100,positive
1101,negative
1102,positive
1103,negative
1104,negative
1105,negative
1106,positive
1107,positive
1108,positive
1109,positive
1110,negative
1111,positive
1112,negative
1113,positive
1114,negative
1115,positive
1116,positive
1117,positive
1118,positive
1119,positive
1120,positive
1121,positive
1122,negative
1123,negative
1124,positive
1125,negative
1126,positive
1127,negative
1128,positive
1129,positive
1130,negative
1131,positive
1132,positive
1133,positive
1134,negative
1135,positive
1136,positive
1137,positive
1138,negative
1139,negative
1140,negative
1141,positive
1142,positive
1143,positive
1144,positive
1145,negative
1146,negative
1147,negative
1148,positive
1149,positive
1150,negative
1151,positive
1152,positive
1153,negative
1154,negative
1155,negative
1156,negative
1157,positive
1158,negative
1159,negative
1160,negative
1161,negative
1162,positive
1163,negative
1164,negative
1165,positive
1166,negative
1167,negative
1168,positive
1169,negative
1170,positive
1171,negative
1172,positive
1173,negative
1174,negative
1175,negative
1176,positive
1177,positive
1178,positive
1179,positive
1180,negative
1181,negative
1182,negative
1183,negative
1184,positive
1185,positive
1186,positive
1187,positive
1188,positive
1189,negative
1190,positive
1191,negative
1192,positive
1193,negative
1194,negative
1195,positive
1196,positive
1197,positive
1198,positive
1199,positive
1200,negative
1201,negative
1202,negative
1203,negative
1204,negative
1205,positive
1206,negative
1207,positive
1208,positive
1209,negative
1210,negative
1211,negative
1212,negative
1213,negative
1214,positive
1215,positive
1216,negative
1217,negative
1218,positive
1219,negative
1220,negative
1221,positive
1222,positive
1223,positive
1224,negative
1225,positive
1226,negative
1227,positive
1228,negative
1229,negative
1230,negative
1231,positive
1232,negative
1233,positive
1234,negative
1235,positive
1236,positive
1237,positive
1238,positive
1239,positive
1240,positive
1241,positive
1242,negative
1243,positive
1244,negative
1245,positive
1246,negative
1247,positive
1248,positive
1249,negative
1250,negative
1251,negative
1252,positive
1253,negative
1254,negative
1255,positive
1256,negative
1257,positive
1258,negative
1259,positive
1260,positive
1261,positive
1262,negative
1263,negative
1264,positive
1265,positive
1266,positive
1267,negative
1268,positive
1269,positive
1270,positive
1271,negative
1272,positive
1273,positive
1274,negative
1275,positive
1276,positive
1277,positive
1278,positive
1279,negative
1280,positive
1281,negative
1282,positive
1283,negative
1284,negative
1285,negative
1286,negative
1287,negative
1288,positive
1289,negative
1290,positive
1291,negative
1292,negative
1293,negative
1294,negative
1295,negative
1296,positive
1297,positive
1298,positive
1299,positive
1300,positive
1301,negative
1302,negative
1303,negative
1304,negative
1305,positive
1306,positive
1307,negative
1308,negative
1309,positive
1310,negative
1311,positive
1312,positive
1313,positive
1314,negative
1315,positive
1316,negative
1317,positive
1318,positive
1319,positive
1320,positive
1321,negative
1322,positive
1323,negative
1324,positive
1325,positive
1326,positive
1327,negative
1328,negative
1329,positive
1330,negative
1331,positive
1332,negative
1333,positive
1334,positive
1335,positive
1336,positive
1337,negative
1338,positive
1339,negative
1340,negative
1341,negative
1342,positive
1343,positive
1344,negative
1345,negative
1346,positive
1347,positive
1348,negative
1349,positive
1350,positive
1351,negative
1352,negative
1353,positive
1354,negative
1355,positive
1356,positive
1357,negative
1358,positive
1359,negative
1360,positive
1361,negative
1362,negative
1363,negative
1364,negative
1365,negative
1366,negative
1367,negative
1368,positive
1369,positive
1370,negative
1371,negative
1372,positive
1373,negative
1374,positive
1375,negative
1376,positive
1377,positive
1378,negative
1379,positive
1380,negative
1381,positive
1382,positive
1383,negative
1384,negative
1385,positive
1386,positive
1387,negative
1388,positive
1389,negative
1390,negative
1391,negative
1392,negative
1393,positive
1394,positive
1395,negative
1396,negative
1397,positive
1398,negative
1399,negative
1400,negative
1401,negative
1402,negative
1403,negative
1404,negative
1405,negative
1406,positive
1407,negative
1408,positive
1409,negative
1410,positive
1411,positive
1412,positive
1413,positive
1414,negative
1415,negative
1416,negative
1417,positive
1418,positive
1419,positive
1420,positive
1421,positive
1422,positive
1423,negative
1424,negative
1425,negative
1426,positive
1427,negative
1428,negative
1429,positive
1430,positive
1431,positive
1432,positive
1433,positive
1434,positive
1435,negative
1436,positive
1437,negative
1438,positive
1439,positive
1440,positive
1441,negative
1442,positive
1443,negative
1444,positive
1445,positive
1446,positive
1447,negative
1448,negative
1449,positive
1450,negative
1451,negative
1452,negative
1453,negative
1454,positive
1455,positive
1456,positive
1457,negative
1458,positive
1459,negative
1460,negative
1461,positive
1462,negative
1463,negative
1464,positive
1465,negative
1466,negative
1467,negative
1468,positive
1469,positive
1470,positive
1471,positive
1472,negative
1473,positive
1474,positive
1475,negative
1476,positive
1477,negative
1478,negative
1479,negative
1480,positive
1481,positive
1482,positive
1483,negative
1484,negative
1485,negative
1486,positive
1487,negative
1488,positive
1489,positive
1490,negative
1491,positive
1492,positive
1493,positive
1494,negative
1495,negative
1496,positive
1497,negative
1498,negative
1499,positive
1500,positive
1501,negative
1502,negative
1503,positive
1504,positive
1505,negative
1506,positive
1507,positive
1508,negative
1509,positive
1510,negative
1511,negative
1512,negative
1513,positive
1514,negative
1515,negative
1516,positive
1517,positive
1518,positive
1519,negative
1520,positive
1521,negative
1522,positive
1523,positive
1524,positive
1525,negative
1526,positive
1527,positive
1528,positive
1529,positive
1530,positive
1531,negative
1532,positive
1533,negative
1534,positive
1535,positive
1536,negative
1537,negative
1538,negative
1539,negative
1540,negative
1541,positive
1542,positive
1543,positive
1544,positive
1545,positive
1546,positive
1547,negative
1548,positive
1549,positive
1550,negative
1551,positive
1552,positive
1553,negative
1554,positive
1555,negative
1556,positive
1557,positive
1558,positive
1559,negative
1560,positive
1561,negative
1562,negative
1563,positive
1564,positive
1565,positive
1566,negative
1567,negative
1568,positive
1569,positive
1570,positive
1571,positive
1572,positive
1573,negative
1574,negative
1575,positive
1576,negative
1577,positive
1578,negative
1579,positive
1580,negative
1581,negative
1582,positive
1583,positive
1584,positive
1585,negative
1586,negative
1587,negative
1588,positive
1589,positive
1590,positive
1591,negative
1592,negative
1593,negative
1594,positive
1595,negative
1596,positive
1597,negative
1598,positive
1599,positive
1600,negative
1601,negative
1602,positive
1603,negative
1604,positive
1605,negative
1606,negative
1607,positive
1608,negative
1609,negative
1610,negative
1611,negative
1612,positive
1613,positive
1614,positive
1615,negative
1616,negative
1617,positive
1618,positive
1619,negative
1620,positive
1621,positive
1622,negative
1623,positive
1624,positive
1625,negative
1626,positive
1627,negative
1628,positive
1629,positive
1630,positive
1631,negative
1632,negative
1633,positive
1634,negative
1635,positive
1636,positive
1637,positive
1638,negative
1639,positive
1640,negative
1641,negative
1642,positive
1643,positive
1644,positive
1645,negative
1646,positive
1647,positive
1648,positive
1649,negative
1650,positive
1651,positive
1652,positive
1653,positive
1654,negative
1655,positive
1656,positive
1657,positive
1658,positive
1659,negative
1660,positive
1661,negative
1662,positive
1663,negative
1664,positive
1665,positive
1666,negative
1667,positive
1668,positive
1669,positive
1670,negative
1671,positive
1672,negative
1673,positive
1674,negative
1675,positive
1676,negative
1677,positive
1678,positive
1679,positive
1680,positive
1681,negative
1682,positive
1683,negative
1684,positive
1685,positive
1686,positive
1687,positive
1688,positive
1689,positive
1690,positive
1691,negative
1692,negative
1693,negative
1694,positive
1695,negative
1696,positive
1697,positive
1698,negative
1699,negative
1700,negative
1701,positive
1702,positive
1703,negative
1704,positive
1705,positive
1706,positive
1707,negative
1708,negative
1709,negative
1710,positive
1711,negative
1712,positive
1713,positive
1714,positive
1715,positive
1716,negative
1717,negative
1718,positive
1719,negative
1720,positive
1721,negative
1722,negative
1723,negative
1724,positive
1725,negative
1726,negative
1727,positive
1728,negative
1729,negative
1730,negative
1731,negative
1732,negative
1733,negative
1734,negative
1735,positive
1736,negative
1737,positive
1738,positive
1739,positive
1740,negative
1741,negative
1742,positive
1743,negative
1744,positive
1745,negative
1746,negative
1747,negative
1748,positive
1749,positive
1750,negative
1751,negative
1752,positive
1753,negative
1754,negative
1755,positive
1756,positive
1757,negative
1758,positive
1759,negative
1760,negative
1761,negative
1762,positive
1763,negative
1764,negative
1765,positive
1766,negative
1767,positive
1768,negative
1769,negative
1770,positive
1771,positive
1772,positive
1773,negative
1774,negative
1775,negative
1776,positive
1777,positive
1778,negative
1779,negative
1780,positive
1781,positive
1782,negative
1783,negative
1784,positive
1785,positive
1786,positive
1787,negative
1788,positive
1789,negative
1790,negative
1791,positive
1792,negative
1793,negative
1794,negative
1795,positive
1796,negative
1797,positive
1798,negative
1799,negative
1800,negative
1801,negative
1802,positive
1803,positive
1804,positive
1805,negative
1806,negative
1807,positive
1808,negative
1809,positive
1810,negative
1811,positive
1812,positive
1813,negative
1814,negative
1815,negative
1816,negative
1817,negative
1818,positive
1819,positive
1820,positive
1821,negative
1822,negative
1823,negative
1824,positive
1825,negative
1826,negative
1827,negative
1828,positive
1829,positive
1830,negative
1831,positive
1832,negative
1833,negative
1834,negative
1835,positive
1836,positive
1837,positive
1838,positive
1839,negative
1840,negative
1841,negative
1842,positive
1843,positive
1844,positive
1845,negative
1846,negative
1847,negative
1848,positive
1849,positive
1850,negative
1851,positive
1852,negative
1853,positive
1854,positive
1855,positive
1856,negative
1857,negative
1858,negative
1859,negative
1860,positive
1861,positive
1862,positive
1863,negative
1864,negative
1865,negative
1866,positive
1867,positive
1868,negative
1869,positive
1870,positive
1871,positive
1872,positive
1873,positive
1874,positive
1875,positive
1876,negative
1877,negative
1878,positive
1879,positive
1880,negative
1881,positive
1882,positive
1883,negative
1884,negative
1885,negative
1886,negative
1887,negative
1888,negative
1889,positive
1890,positive
1891,negative
1892,positive
1893,positive
1894,negative
1895,negative
1896,negative
1897,positive
1898,positive
1899,negative
1900,negative
1901,positive
1902,negative
1903,negative
1904,negative
1905,positive
1906,negative
1907,negative
1908,negative
1909,negative
1910,positive
1911,positive
1912,positive
1913,positive
1914,positive
1915,positive
1916,positive
1917,positive
1918,negative
1919,negative
1920,negative
1921,positive
1922,positive
1923,positive
1924,negative
1925,negative
1926,positive
1927,negative
1928,negative
1929,positive
1930,positive
1931,negative
1932,positive
1933,positive
1934,positive
1935,negative
1936,positive
1937,positive
1938,negative
1939,positive
1940,positive
1941,negative
1942,negative
1943,positive
1944,positive
1945,positive
1946,negative
1947,positive
1948,positive
1949,negative
1950,positive
1951,negative
1952,positive
1953,positive
1954,negative
1955,positive
1956,positive
1957,positive
1958,negative
1959,positive
1960,negative
1961,positive
1962,positive
1963,positive
1964,positive
1965,negative
1966,positive
1967,negative
1968,negative
1969,positive
1970,positive
1971,negative
1972,negative
1973,negative
1974,negative
1975,positive
1976,negative
1977,negative
1978,negative
1979,positive
1980,positive
1981,positive
1982,negative
1983,negative
1984,positive
1985,negative
1986,positive
1987,negative
1988,positive
1989,positive
1990,positive
1991,negative
1992,negative
1993,negative
1994,positive
1995,positive
1996,positive
1997,positive
1998,positive
1999,negative
2000,positive
2001,negative
2002,positive
2003,positive
2004,negative
2005,positive
2006,negative
2007,positive
2008,positive
2009,positive
2010,positive
2011,positive
2012,positive
2013,negative
2014,negative
2015,positive
2016,negative
2017,positive
2018,positive
2019,positive
2020,negative
2021,positive
2022,negative
2023,positive
2024,positive
2025,positive
2026,positive
2027,positive
2028,negative
2029,positive
2030,negative
2031,positive
2032,positive
2033,negative
2034,positive
2035,positive
2036,positive
2037,negative
2038,positive
2039,positive
2040,negative
2041,negative
2042,positive
2043,positive
2044,negative
2045,negative
2046,positive
2047,positive
2048,positive
2049,positive
2050,negative
2051,negative
2052,positive
2053,negative
2054,positive
2055,negative
2056,positive
2057,positive
2058,positive
2059,positive
2060,negative
2061,negative
2062,negative
2063,negative
2064,positive
2065,negative
2066,positive
2067,negative
2068,negative
2069,positive
2070,positive
2071,positive
2072,negative
2073,negative
2074,positive
2075,negative
2076,positive
2077,positive
2078,negative
2079,positive
2080,negative
2081,positive
2082,positive
2083,negative
2084,positive
2085,negative
2086,positive
2087,positive
2088,negative
2089,positive
2090,positive
2091,negative
2092,positive
2093,positive
2094,positive
2095,negative
2096,negative
2097,negative
2098,positive
2099,positive
2100,negative
2101,negative
2102,positive
2103,positive
2104,positive
2105,negative
2106,negative
2107,positive
2108,negative
2109,positive
2110,negative
2111,negative
2112,positive
2113,negative
2114,positive
2115,positive
2116,positive
2117,positive
2118,positive
2119,negative
2120,negative
2121,positive
2122,negative
2123,negative
2124,positive
2125,negative
2126,negative
2127,negative
2128,positive
2129,negative
2130,negative
2131,negative
2132,positive
2133,negative
2134,negative
2135,positive
2136,positive
2137,negative
2138,positive
2139,negative
2140,negative
2141,positive
2142,negative
2143,positive
2144,negative
2145,positive
2146,positive
2147,positive
2148,negative
2149,negative
2150,positive
2151,negative
2152,negative
2153,negative
2154,positive
2155,positive
2156,negative
2157,positive
2158,negative
2159,positive
2160,positive
2161,negative
2162,negative
2163,positive
2164,positive
2165,negative
2166,negative
2167,positive
2168,negative
2169,negative
2170,negative
2171,positive
2172,positive
2173,positive
2174,negative
2175,positive
2176,positive
2177,positive
2178,negative
2179,negative
2180,negative
2181,positive
2182,positive
2183,negative
2184,negative
2185,positive
2186,negative
2187,negative
2188,positive
2189,positive
2190,negative
2191,negative
2192,positive
2193,negative
2194,positive
2195,positive
2196,negative
2197,positive
2198,positive
2199,negative
2200,positive
2201,positive
2202,negative
2203,negative
2204,positive
2205,negative
2206,negative
2207,positive
2208,positive
2209,negative
2210,positive
2211,positive
2212,negative
2213,negative
2214,positive
2215,positive
2216,positive
2217,negative
2218,positive
2219,positive
2220,positive
2221,positive
2222,positive
2223,positive
2224,positive
2225,positive
2226,negative
2227,negative
2228,positive
2229,negative
2230,positive
2231,positive
2232,positive
2233,positive
2234,positive
2235,positive
2236,negative
2237,negative
2238,positive
2239,positive
2240,positive
2241,positive
2242,positive
2243,positive
2244,negative
2245,positive
2246,negative
2247,positive
2248,positive
2249,negative
2250,negative
2251,negative
2252,negative
2253,positive
2254,negative
2255,negative
2256,negative
2257,positive
2258,positive
2259,negative
2260,positive
2261,positive
2262,positive
2263,negative
2264,positive
2265,negative
2266,negative
2267,negative
2268,negative
2269,positive
2270,positive
2271,positive
2272,negative
2273,positive
2274,positive
2275,negative
2276,negative
2277,positive
2278,positive
2279,positive
2280,negative
2281,negative
2282,negative
2283,positive
2284,negative
2285,positive
2286,negative
2287,negative
2288,negative
2289,negative
2290,negative
2291,positive
2292,negative
2293,negative
2294,negative
2295,negative
2296,positive
2297,negative
2298,negative
2299,positive
2300,positive
2301,negative
2302,positive
2303,positive
2304,negative
2305,positive
2306,positive
2307,negative
2308,negative
2309,negative
2310,positive
2311,positive
2312,positive
2313,negative
2314,positive
2315,positive
2316,positive
2317,negative
2318,negative
2319,positive
2320,negative
2321,positive
2322,positive
2323,negative
2324,positive
2325,positive
2326,positive
2327,negative
2328,negative
2329,negative
2330,negative
2331,negative
2332,positive
2333,negative
2334,positive
2335,positive
2336,positive
2337,negative
2338,positive
2339,negative
2340,positive
2341,negative
2342,positive
2343,negative
2344,positive
2345,negative
2346,negative
2347,positive
2348,positive
2349,positive
2350,positive
2351,negative
2352,negative
2353,positive
2354,negative
2355,positive
2356,positive
2357,negative
2358,positive
2359,negative
2360,positive
2361,negative
2362,positive
2363,positive
2364,negative
2365,negative
2366,positive
2367,positive
2368,negative
2369,positive
2370,positive
2371,negative
2372,positive
2373,positive
2374,positive
2375,negative
2376,positive
2377,positive
2378,negative
2379,positive
2380,positive
2381,positive
2382,positive
2383,positive
2384,negative
2385,positive
2386,positive
2387,negative
2388,positive
2389,positive
2390,positive
2391,negative
2392,negative
2393,positive
2394,positive
2395,negative
2396,negative
2397,positive
2398,negative
2399,negative
2400,negative
2401,negative
2402,negative
2403,negative
2404,negative
2405,positive
2406,positive
2407,negative
2408,positive
2409,positive
2410,positive
2411,negative
2412,positive
2413,positive
2414,negative
2415,positive
2416,negative
2417,positive
2418,negative
2419,positive
2420,positive
2421,positive
2422,negative
2423,negative
2424,negative
2425,negative
2426,negative
2427,positive
2428,positive
2429,negative
2430,positive
2431,positive
2432,positive
2433,negative
2434,positive
2435,negative
2436,negative
2437,positive
2438,positive
2439,negative
2440,negative
2441,positive
2442,positive
2443,positive
2444,positive
2445,positive
2446,negative
2447,negative
2448,positive
2449,positive
2450,negative
2451,negative
2452,negative
2453,negative
2454,negative
2455,positive
2456,positive
2457,positive
2458,positive
2459,positive
2460,positive
2461,negative
2462,positive
2463,negative
2464,positive
2465,positive
2466,negative
2467,positive
2468,negative
2469,negative
2470,positive
2471,positive
2472,negative
2473,negative
2474,negative
2475,positive
2476,positive
2477,positive
2478,negative
2479,positive
2480,positive
2481,negative
2482,positive
2483,negative
2484,positive
2485,negative
2486,negative
2487,negative
2488,positive
2489,negative
2490,positive
2491,negative
2492,negative
2493,negative
2494,positive
2495,positive
2496,positive
2497,positive
2498,negative
