id,text
40,Tekstilshchik Kamyshin 25 3 9 13 15 30 18
41,Schalke 04 4 0 3 1 5 9 3
42,Hansa Rostock brought Cologne 's 100 percent record to an end with a 2-0 win over the Rhineside club while a Sean Dundee hat-trick inside seven minutes stood out in Karlsruhe 's 4-0 demolition of St Pauli .
43,MILWAUKEE AT CLEVELAND
44,Metro slides 3.3 pct after market opens .
45,"Succeeding him as head of the movement , Moada , an Arab nationalist , ousted liberals led by MDS secretary-general Mustapha Ben Jaafar in 1993 ."
46,Veracruz 3 0 1 2 2 6 1
47,"He did not give a specific time for the ceasefire but said the United States looked forward to "" immediate implementation "" ."
48,six seconds .
49,"We do not want a war , God forbid ."
50,Hamburg 3 2 0 1 7 3 6
51,DETROIT 47 83 .362 27 1/2
52,CALIFORNIA AT BALTIMORE
53,"Nevertheless I am satisfied that the overall benefits will be worthwile , "" Lord Goschen , minister for aviation , said in a statement ."
54,Ulsan 1 0 1 6 6 3
55,It was the first time the president had been shown on television since he was inaugurated for a second term in office on August 9 .
56,"Software services company Keane Inc said it had won a year 2000 compliance contract from Life Insurance Co of Georgia and Southland Life Insurance Co , both part of The Netherlands ' ING Group ."
57,Sao Paulo 4 3 1 0 10 5 10
58,Bystanders at the scene said work had begun on the building in 1991 and it had yet to be completed when the Israeli police bulldozed it .
59,"December COMEX settled 0.35 cent higher at 90.20 cents , traded 90.50 to 89.40 cents ."
60,"Tactics used by some underground groups including the cryptic Berkshire Wood Elves , which distribute leaflets with instructions on home-made explosives , are now the subject of a police investigation ."
61,"Noranda aluminum , U.S. Midwest ( effective date:August 1 , 1996 )"
62,( in billions of yen unless specified )
63,That allowed him to be moved to a semi-upright position .
64,race on Sunday .
65,5 - Thomas Enqvist ( Sweden ) beat Petr Korda ( Czech Republic )
66,Wisla Krakow 7 2 3 2 3 4 9
67,"Attendance 7,000"
68,He took a positive first step with his 6-3 1-6 6-1 7-5 win over compatriot Haas on a sun-baked Grandstand court .
69,"12,000 ."
70,This was a big game .
71,Paul Haarhuis ( Netherlands ) beat Michael Joyce ( U.S ) 6-7
72,Wolverhampton 3 2 1 0 5 2 7
73,9 ( 63 ) Hawthorn 12 .
74,Fortuna Sittard 2 Heerenveen 4
75,Carlton 13.18 ( 96 ) Footscray 9.12 ( 66 )
76,Now she feels she is in the swing of things .
77,Jon Preston .
78,( Guivarc'h 60th pen .
79,MORAV.CHEMIC. ZAV .
80,Stefan Edberg produced some of his vintage best on Tuesday to extend his grand run at the Grand Slams by toppling Wimbledon champion Richard Krajicek in straight sets at the U.S. Open .
81,"WEDNESDAY , AUGUST 28TH SCHEDULE"
82,"There was also concern over injuries to Paul Gascoigne , Les Ferdinand and David Batty ."
83,""" The new evidence to me means some of that proposal should be re-examined because we could get away with considerably less animals being culled if in fact scientists throughout Europe accepted this evidence , "" Naish said ."
84,Palmeiras 5 2 3 0 8 1 9
85,The tempest beyond the test tube involves allegations that the U.S. Food and Drug Administration violated the Orphan Drug law by allowing Biogen the right to sell its multiple sclerosis drug Avonex .
86,""" From an earnings perspective , the current fiscal year has begun with great promise due to the hit motion picture ' Independence Day , ' "" News Corp said in a statement announcing its results for the year to June 30 , 1996 ."
87,Guadalajara 5 America 0
88,"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4"
89,"Pinas , showing cuts and bruises on his face , told reporters the former head of the feared Jungle Command had tried and failed to shoot him after Pinas objected to Brunswijk 's advances toward his wife ."
90,The outcome of the November elections emerged as a hot topic on Wall Street this week as financial pundits debated whether Robert Rubin might forgo a second term as Treasury secretary if President Clinton is re-elected .
91,"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4"
92,Quarterly
93,Shanghai-Ek Chor is jointly owned by the Shanghai Automobile Corporation and Ek Chor China Motorcycle .
94,Men 's pole vault
95,MOODY AA1 LISTING LUX PAY FREQ =
96,Matahari revises down 1996 net target .
97,Sales 148.29 vs 133.82
98,TORONTO 1996-08-21
99,"He said former PSG team mate David Ginola , who now plays for English premier league Newcastle , was influential in his move to Scotland ."
100,American League
101,CALIFORNIA 60 68 .469 13 1/2
102,11 - MaliVai Washington ( U.S. ) beat Karim Alami ( Morocco ) 6-4 2-6 7-6 ( 7-5 ) 6-1
103,S. African apartheid killer convicted of six murders .
104,I did n't say anything about cigarettes .
105,"Police spokesman Roger Grimwade said the six or seven hijackers remained on board the aircraft , which arrived from Cyprus at 4.30 a.m. ( 0330 GMT ) ."
106,"He told me I 'm buggered too so just hang in there ' , ' ' Wilson recalled ."
107,"Colleagues said he had been charged with theft of administrative documents . """
108,"SPA-FRANCORCHAMPS , Belgium 1996-08-23"
109,"At least 50 Russian servicemen have been killed in a battle with separatist rebels which erupted in the Chechen capital Grozny on Thursday and continued after Russia and the rebels agreed a truce , Interfax news agency said ."
110,GDP
111,"Toure , who took office last month , has said he plans to cut public service spending by 30 percent by the end of the year as part of measures to revive the economy ."
112,WESTERN DIVISION
113,Admira / Wacker 6 0 3 3 5 10 3
114,SEOUL 1996-08-26
115,"When it came down to the important points , I felt more confident . """
116,"French international midfielder Marcel Desailly fouled the Argentine , whose coach at Boca Juniors before he joined Fiorentina in 1991 was new Milan coach Oscar Tabarez , and Batistuta rammed home the free kick from 30 metres out ."
117,""" They did a good job this year , but they need good diesel and good engine oil , "" said Ivan Odnosum . """
118,BONN 1996-08-28
119,"Primary Export Destinations : Egypt , Morocco , S. Korea , Yemen , Pakistan , Mexico and China ."
120,It also wrote down all ISS Inc goodwill and Wednesday 's statement said that the Aaxis purchase would not necessitate further write down if the sale were completed according to the terms of the letter of intent .
121,All of us know about her .
122,Israeli president invites Arafat to home - paper .
123,1-0 .
124,Lecce 's 3-0 weekend defeat of Genoa was expected to be overturned by a sporting judge on Thursday after the home club fielded an ineligible player .
125,*
126,SOCCER - POLAND TIES CYPRUS 2-2 IN FRIENDLY MATCH .
127,South Sydney 21 5 1 15 304 586 11
128,"Other seeded players advancing were number three Wayne Ferreira of South Africa , number four Marcelo Rios of Chile , number six MaliVai Washington of the United States and American Todd Martin , the seventh seeed ."
129,"The event was part of an opposition campaign launched on August 14 , Pakistan 's independence day ."
130,"Dutch post and telecoms group Koninklijke PTT Nederland NV 's ( Dutch PTT ) first half results came marginally below most analysts ' forecasts , giving scant grounds to adjust full year estimates , analysts said on Friday ."
131,TENNIS - TUESDAY 'S RESULTS FROM U.S. OPEN .
132,Toluca 3 1 0 2 6 5 3
133,Auckland 21 11 0 10 406 389 22
134,Promodes was not immediately available for comment .
135,HONG KONG 1996-08-23
136,Five players were ejected after Yankees ' outfielder Paul O'Neill and Seattle catcher John Marzano got into a fight after O'Neill had been brushed back .
137,In Home Health to appeal payment denial .
138,"Two world records are in serious danger of being broken at the meeting -- the women 's 1,000 metres and the men 's 3,000 metres ."
139,The city is up for negotiation at final peace talks which have yet to resume under Netanyahu .
140,2. Scott McGrory - Stephen Pate ( Australia ) 25
141,I think probably if the decision ( to cancell ) were to be taken it would probably be all municipal elections ..
142,"In apparent retaliation for NATO 's detention of the Serbs , an angry Serb mob including policemen trapped six unarmed U.N. police monitors and three local aides in their office in the town of Zvornik , east of Mahala ."
143,1860 Munich 1 ( Schwabl 38th ) Borussia Dortmund 3 ( Zorc
144,"Jan Buettner , managing director of AOL Germany , said AdOn was in the formation phase and would "" get off the ground next year , bringing in advertising from around Europe . """
145,following ( all figures cents per share ) :
146,Cleveland lost for just the second time in six games .
147,"Former England captain Will Carling along with Jeremy Guscott , Rory Underwood and Dean Richards have been left out of England 's first training squad of the season ."
148,Russian troops began to pull out from southern Chechnya on Sunday under a ceasefire agreement between Russian security chief Alexander Lebed and rebel leaders .
149,"More than 100 people were safely evacuated on Monday from a ferry that caught fire soon after leaving Guernsey in Britain 's Channel Islands , police said ."
150,BRUSSELS 1996-08-24
151,""" Through the establishment of PULPEX , London will have a commodities bourse for forest products which complements existing bourses for oil , metals and ' softs ' ( coffee , sugar and cocoa ) , "" OM said ."
152,VODNI STAVBY PRAHA 1915.00 1915.00 2000 3830.000
153,"A policeman has been shot dead in Serbia 's troubled Kosovo province , Serbian police said on Thursday ."
154,Championship standings after seven rounds :
155,Leading results at an
156,Cambridge 3 1 2 0 3 2 5
157,- Turkish foreign minister says Turkey will take part in the Baghdad trade fair that will be held in November .
158,"8-0-33-0 , Tendulkar 6-0-29-1 , Kapoor 10-2-51-0 , Jadeja"
159,""" It was called the "" First Battle of the Newbury bypass ' , "" said ARC 's Harding ."
160,Brokers said the stocks recovered early losses to edge up at close because of institutional support and short-covering ahead of Friday weekend .
161,AFTER THE BELL - After hours slows in light volume .
162,"KIRKLAND , Wash ."
163,Two died later in hospital .
164,"Iran 's deputy representative to the United Nations , Majid Takht Ravanchi , made the allegations in a letter to U.N. Secretary-General Boutros Boutros-Ghali on Friday , the agency said ."
165,"- Mohib Textile Mills has defaulted to nearly 23 development finance institutions , foreign and local banks , leasing companies and modarabas ( Islamic mutual funds ) ."
166,J. Srinath not out 1
167,"SPA-FRANCORCHAMPS , Belgium 1996-08-25"
168,Boston 4 CALIFORNIA 1
169,3. Ferrari 48
170,"Including the last three games of last October 's Divisional Playoff Series , the Mariners have beaten the Yankees 12 of the past 15 meetings overall and 14 of the last 16 in the Kingdome ."
171,"That , and the fact he is only a few hours drive away , influenced my decision to come to Aberdeen . """
172,""" I feel that we made it a little easy for the USTA ."
173,OAKLAND 63 72 .467 13 1/2
174,They told reporters a group of Kurdistan Workers Party ( PKK ) guerrillas stopped the buses at a roadblock on the road linking the eastern provinces of Erzincan and Sivas on Monday night and forced the passengers to get out .
175,Mark Trevelyan
176,"The broader SBF-120 index closed 1.19 points or 0.08 percent lower at 1,421.90 points ."
177,pro-baseball games played on Wednesday .
178,"Australian Open runner-up Anke Huber of Germany , the sixth seed , was undone by an unlucky draw that put her against 17th ranked South African Amanda Coetzer in her opening match ."
179,OB 4 Lotte 2
180,"The company was formed this year and a couple of analysts have been on their properties , said one analyst ."
181,Scores after the final
182,A State Department statement appeared in part a response to Cuban complaints that Washington was jeopardising the accords by failing to return some of the Cubans involved in recent illegal migration incidents .
183,W L PCT GB
184,"But commitee member Montgomerie said it could set an unhelpful precedent . """
185,Sayed Salahuddin
186,""" I 've been trying my whole career to be aggressive , "" said the 24-year-old Martinez after crushing Tauziat in just over an hour ."
187,"In St Louis , Gary Sheffield and Devon White each drove in two runs and Mark Hutton scattered four hits over six innings to lead the Florida Marlins past the St. Louis Cardinals , 6-3 ,"
188,Wasim becomes the 11th player to join the 300-club of
189,Leading prize money
190,"11,500 ."
191,Roberto Carretero ( Spain ) beat Jordi Burillo ( Spain ) 6-3 4-6 6-
192,""" If they ( the PUNR ) are so vexed , they could leave the government ..."
193,Poland and Cyprus drew
194,"Standings ( tabulated under played , won , drawn , lost , goals"
195,Second round
196,The latest sets a timetable for disarmament by the end of January and elections by May 30 .
197,Result of a Scottish third
198,KANSAS CITY 4 Texas 3 ( 10 innings )
199,"I know that if I want to play professional tennis I have to do my best to try to beat her and I ca n't be scared . """
200,Bondholders and other unsecured non-trade creditors will receive warrants four about 2.2 million shares when the company 's market capitalization reaches $ 20 million .
201,Saeed Anwar c Croft b Cork 176
202,SOCCER - SCOTTISH THIRD DIVISION RESULT .
203,South Sydney 21 5 1 15 304 586 11
204,Snoozing Vietnamese man takes slow train to Alaska .
205,Atlante 3 2 1 0 6 2 7
206,Rad 1 Buducnost ( P ) 0
207,Elect Res July 40.0 33.0 6.0 12.0 4.0
208,", suffered serious brain damage ."
209,Jiri Novak ( Czech Republic ) vs. qualifier
210,also covers snap FAT8222
211,RIA news agency quoted an army source accusing rebel fighters of failing to turn up for joint Russian-Chechen police patrols in some districts of the capital Grozny on Tuesday .
212,WARSAW 1996-08-25
213,"Lebed , who has arranged a military truce with separatist rebels in the southern Russia region , was in Moscow this week seeking support for a deal on Chechnya 's political status ."
214,BADMINTON - MALAYSIAN OPEN BADMINTON RESULTS .
215,Ajax Amsterdam 1 ( Frank de Boer 30th ) AZ Alkmaar 0 .
216,10. Shinichi Itoh ( Japan ) Honda 1:51.857
217,I do n't know if I can go any faster .
218,CHICAGO 1996-08-26
219,"Ken Caminiti added two RBI for the Padres , who have won six of their last seven games and remained one game ahead of the Los Angeles Dodgers in the National League West ."
220,The Chechens said a renegade group seized the weapons and said on Monday they had all been returned .
221,German flown cargo January-July rise 3.8 percent .
222,"Tamil Tiger rebels overran an isolated police post in Sri Lanka 's northeast early on Thursday killing 24 policemen , defence officials said ."
223,"Rain arrived just as the players left the field for lunch , forcing the ground-staff into action yet again ."
224,CRICKET - ENGLAND V PAKISTAN FINAL TEST SCOREBOARD .
225,"Diplomats explain the purpose of this electoral engineering is to secure Serb control over pivotal towns inside the 49 per cent of Bosnia known as the Serb republic , consolidating through the ballot box what was initially taken in war ."
226,"Cellars were flooded , trees uprooted and roofs damaged , but there were no reports of any injuries , an interior affairs ministry spokesman said ."
227,"Scottish division two - Ayr v Berwick , Clyde v Queen of the"
228,Lotte 4 Hyundai 0
229,Arminia Bielefeld 1 Duisburg 1
230,"Millfeed supplies for prompt shipment remained tight and prices continued to move higher , millfeed dealers said ."
231,8 - Jim Courier ( U.S. ) vs. Javier Sanchez ( Spain )
232,""""
233,"And the farming sector , making the painful transition from Soviet central planning to a market economy simply has no money ."
234,Currin said the law had to be changed so all judicial prosecutions were automatically suspended for those who approached the truth commission .
235,And that little snack is guaranteed to make you thirsty .
236,denotes seeding ) :
237,"BELCHATOW , Poland 1996-08-27"
238,"They seized revolvers , sawn-off rifles , shotguns and knives ."
239,""" I want you to ask this question ."
240,SOCCER - FOWLER AND MCMANAMAN OUT OF ENGLAND SQUAD .
241,He said volatility levels should be stable until markets reassess the situation after a long weekend in Britain .
242,Konpolis 75 1/9 Mideast / Indonesia W112.5 KPC .
243,"- Cabinet meeting appoints Colonel Severin Konan Kouame as gendarmerie commander , replacing General Joseph Tanny , who has been appointed secretary-general of the National Security Council ."
244,"-- Damien Lynch , Dublin Newsroom +353 1 6603377"
245,BONN 1996-08-23
246,Reigning champions Auxerre had to settle for a goalless draw against Marseille on Tuesday .
247,LOS ANGELES 69 60 .535 1
248,Chris Boardman ( Britain ) 4:11.114 ( world record ) beat Andrea Collinelli ( Italy ) 4:20.341
249,"30,000 ."
250,"EPA Q2 +168,130 +31,230 +167,330 12.3 million"
251,Watts said the cost of protesting can be heavy once the company is locked into a contract .
252,2. Paul Malin ( Britain ) Yamaha 317
253,"11. Frank Nobilo ( New Zealand ) 209,412"
254,The attack on Lupu came during a tunnel skirmish between opposing players as they left the field .
255,6- 3
256,Katarina Studenikova ( Slovakia ) beat 6 - Karina Habsudova
257,RIO DE JANEIRO 1996-08-26
258,Each side scored three tries and the Springboks outscored the All Blacks 15-12 in the second half but still suffered a fourth successive defeat against their old enemies .
259,Major League Baseball
260,Hyundai 54 5 47 .533 7 1/2
261,"Eight of the rebels were killed in Van province , five in Sirnak and four in Hakkari ."
262,Kandahar is the headquarters of the opposition Taleban militia .
263,New Zealand will also line up against Sri Lanka and Pakistan this November in a one-day champions trophy competition in Sharjah .
264,"In Grozny , Shkirko told Interfax he was suspending the pullout of troops from the capital until weapons seized by the Chechens were returned ."
265,The ministry had raised 2.3 billion guilders from sales of the new bond by the close of trade on Wednesday .
266,Tommy Thompson said Thursday .
267,The PUK called on the United Nations and allied forces to halt the Iraqi aggression .
268,Final
269,AMOUNT TERM
270,Mladost ( L ) 0 Zemun 0
271,"-- Akron , Ohio , $ 6.31 million improvement bonds ."
272,5. Jordan 15
273,Flight-related fees ( Dm million ) 125 up 17 pct
274,16. Jos Verstappen ( Netherland ) Arrows 11
275,Malaysia bans nitrofuran usage in chicken feed .
276,England batsman John Crawley was forced to endure a frustrating delay of over three hours before resuming his quest for a maiden test century in the third test against Pakistan on Friday .
277,Net nil loss 447 mln
278,3. Nick Nieland ( Britain ) 81.12
279,SV Salzburg 6 4 2 0 8 1 14
280,Saskatchewan Wheat Pool eyes hog market .
281,Sheffield United 2 0 1 1 4 5 1
282,Clydebank 1 Stirling 0
283,Arafat had been scheduled to meet former Israeli prime minister Shimon Peres in the West Bank town of Ramallah on Thursday but the venue was changed to Gaza after Israel denied flight clearance to the Palestinian leader 's helicopters .
284,"The two buses collided head on at 5 o'clock this morning on the road between the towns of Rousse and Veliko Tarnovo , police said ."
285,""" There are no parks or empty areas of land around here , so when we want to play a friendly game of soccer we all load up in the car and travel to Tel Aviv , "" 60 km ( 36 miles ) away , Sameh Haj Yihye said ."
286,Wigan 3 2 1 0 5 2 7
287,""" He has been cleared ."
288,Viktoria Zizkov 3 0 1 2 3 8 1
289,-- Athens Metro subway project hits snags which could delay delivery to the year 2000 and overshoot the original budgeted cost of 520 billion drachmas
290,Two other girls have been rescued and police are hunting for at least two more who Dutroux has admitted kidnapping a year ago .
291,Bekescsaba 0 BVSC 1
292,Thai Prime Minister Banharn Silpa-archa on Monday proposed September 18 as the date for parliamentary debate on an opposition no-confidence motion accusing him of incompetence .
293,Fortuna Sittard 2 1 1 0 1 0 4
294,"Stenning , who has previous convictions , is expected to appeal against the sentence ."
295,"Weinstein was found dead last weekend alongside the bodies of eight-year-olds Julie Lejeune and Melissa Russo in a house belonging to Detroux , who said they starved to death earlier this year , nine months after being abducted in June 1995 ."
296,The newspaper did not give any details about the manuscript but said it had been relinquished to the Islamic Museum in Cairo .
297,2011 30M - 90M
298,The 30-year U.S. Treasury bond was off 2/32 to yield 6.96 percent .
299,""" We have notified them of our concerns and asked them to give us a response , "" said Colorado attorney general Gale Norton ."
300,SOCCER - FRENCH LEAGUE RESULTS .
301,ANKARA 1996-08-28
302,""" The whole day I 'm thinking abnout tennis ."
303,Year to June 30
304,4. Virgilius Alekna ( Lithuania ) 63.62
305,Buenos Aires fraud cops held in extortion racket .
306,SOCCER - NICE SACK COACH EMON .
307,Australian Rules - AFL results and standings .
308,behind
309,The installation of delegates was initially scheduled for July .
310,PARIS 1996-08-22
311,"In Houston , Jeff Bagwell homered and Donne Wall allowed one run over seven innings as the Houston Astros defeated the St. Louis Cardinals 4-1 ."
312,Nearly 400 members of an outlawed student group were arrested after violent protests demanding reunification with communist North Korea were crushed by riot police at a Seoul university this month .
313,SVCD Bulgaria air traffic controllers to strike September 3 .
314,Drop goal : Zinzan Brooke .
315,"Two Americans , seventh seed Todd Martin and unseeded Alex O'Brien , will meet on Friday after winning matches on Thursday ."
316,The race continues on Thursday afternoon with a 19.6 fourth-stage Doetinchem-Doetinchem time trial
317,- The surprise ...
318,8. Bruny Surin ( Canada ) 10.30
319,1-6 6-3
320,"COMEX copper ended higher after a late , modest recovery dragged the market from the lows , but traders shrugged-off an imminent strike at Codelco 's Salvador mine in Chile ."
321,BONN 1996-08-22
322,"Some 50 million Guinean francs ( $ 50,000 ) has been pumped into the exercise to deter the inspectors from taking bribes ."
323,New U.N. relief coordinator arrives in Iraq .
324,Lens 3 Montpellier 2
325,Guillaume Raoux ( France ) beat Filip Dewulf ( Belgium ) 7-6 ( 7-5 ) 3-6 1-6 6-4 7-5
326,PRESS DIGEST - Spain - Aug 29 .
327,"Ironically , PSG 's victory owed a lot to two former Nantes players , striker Patrice Loko , who scored on a brilliant shot in the 33rd minute , and defender Benoit Cauet , who started the one-two which allowed Loko to score ."
328,Education 42 6 36 3
329,Hasina told a cross section of people at the Bogra police headquarters on Sunday that the government had already suspended three police officers and ordered a judicial probe into the violent incidents .
330,"A 12-year-old Florida boy hanged himself in his backyard just hours before he was due to start at a new school on Monday , police said ."
331,UNITED NATIONS 1996-08-28
332,"A Finance Ministry official explained that the cheques for corporate tax payments had been sucked into the ventilation system , the weekly reported ."
333,Juventus have won the European Cup twice .
334,number denotes seeding ) :
335,"U.S. Ambassador Myles Frechette applauded the move , saying it could prompt the Clinton administration to remove Colombia from a list of outcast nations that have failed to cooperate in U.S. counternarcotics efforts ."
336,Jan Siemerink ( Netherlands ) beat Carlos Moya ( Spain ) 7-6
337,"Their return to Afghanistan will take place in two or three days , "" an embassy official said ."
338,"In New York , Garret Anderson and Gary DiSarcina drove in two runs apiece in a five-run first inning and Jim Edmonds highlighted a six-run sixth with a bases-loaded double as the California Angels coasted to a 12-3 victory over the Yankees in the rubber game of their three-game series ."
339,A. Jadeja run out 0
340,Lows 68-76F ( 20-24C ) .
341,"Knifeman kills Polish beauty queen , wounds husband ."
342,Loznica 3 2 0 1 7 3 6
343,"According to a senior campaign official , Clinton "" will be making a lot of news in the coming week -- something different each day . """
344,"Mickelson then set up a tap in birdie on the 16th , sending a wedge shot to 18 inches ."
345,matches on Saturday :
346,"The French-educated , former brother-in-law of Pol Pot was foreign minister in the Khmer Rouge government that ruled Cambodia and was seen as the group 's second in command ."
347,"The NBH trade data is based on cash flow , MIT data on customs statistics ."
348,AMSTERDAM 1996-08-24
349,"Soymeal ( in rupees per tonne , free on rail-FOR )"
350,Sweden 1 1 0 0 6 1 2
351,News of the secret trip came after Baker trashed the Clinton administration at the Republican National Convention two weeks ago for its efforts to nudge Syria into peace with Israel .
352,"A small team of engineers from Sun Microsystems Inc. 's JavaSoft unit said Sunday they have formed a new company , dubbed Internet Startup , to build Java infrastructure software ."
353,NEW YORK 1996-08-26
354,CAPE TOWN 1996-08-25
355,NEW YORK 1996-08-24
356,The 53-year-old Johnson was hospitalized after experiencing dizziness .
357,8. Edouard Gritsoun ( Russia ) 4:26.467
358,"As to fundamentals , economists at Credit Suisse said they expect the country 's gross domestic product to be flat to negative in 1996 , and to grow only 0.6 percent in 1997 ."
359,""" We want to pop some air out of this balloon of tension that has been blown up around September 15 , "" Cimicchi said ."
360,7. Vaclavas Kidikas ( Lithuania ) 60.92
361,Did not qualify ( times did not meet qualifying standard ) :
362,"CARLSBAD , California 1996-08-25"
363,"We cannot object to people wanting to visit Nigeria , "" Ikimi told Reuters by telephone from the capital Abuja ."
364,Martin Wolk
365,direct equity trades made on the Prague Stock Exchange :
366,India fishermen say forced to carry Tamil refugees .
367,Baltika Kaliningrad 25 8 10 7 29 26 34
368,"Attendance : 15,062"
369,Swindon 3 1 1 1 2 3 4
370,""" The Indians have awarded three cargoes , but the question is whether they will come out for more , "" he added ."
371,"Israeli Foreign Minister David Levy will visit Egypt this Sunday for talks with President Hosni Mubarak , the Foreign Ministry said on Wednesday ."
372,"-- Artyom Danielyan , Moscow Newsroom , +7095 941 8520"
373,Struggling French first division side Nice on Thursday announced they were parting with coach Albert Emon after a string of poor results .
374,Puerto Rico girl has surgery for hairy face .
375,Clinton will hit the road on Friday for a bus tour across several states in his fight to become the first Democratic incumbent re-elected to a second term since the days of Franklin D. Roosevelt .
376,"We want to talk to him , "" Andrews said of the man ."
377,Toronto returned home from a 10-game road trip and won for the eighth time in nine games as Guzman ( 11-8 ) allowed nine hits and struck out eight without a walk .
378,"ACC sold 9.4 million tonnes in 1995/96 , retaining its top position in the Indian cement industry , Palkhivala said ."
379,Men 's singles
380,Goias 3 Sport Recife 1
381,Portuguesa 3 Atletico Mineiro 1
382,"Turnover fell to 937.891 million yuan from 1.215 billion , while net assets per share were 1.88 yuan , unchanged , and earnings per share fell to 0.005 yuan from 0.02 yuan , the statement said ."
383,DAY--COMPANY----PERIOD--CONSENSUS----RANGE-------PVS
384,AMSTERDAM 1996-08-27
385,Both drugs are types of interferon .
386,SAN DIEGO 70 59 .543 -
387,Stenning threw a brick through the window of a van in February after an argument with a driver when he was working as a motorcycle dispatch rider .
388,Results of English first division
389,Women 's singles
390,North Melbourne 14.12 ( 96 ) Geelong 16.13 ( 109 )
391,BASEBALL - MAJOR LEAGUE RESULTS WEDNESDAY .
392,Princess Diana send message to Mother Teresa .
393,BEIJING 1996-08-24
394,"Gloria Bistrita - Ilie Lazar ( 32nd ) , Eugen Voica ( 84th )"
395,The Security Council on Friday asked Iraq to stop blocking arms inspectors search for concealed weapons or materials they believe were being shuttled around to avoid detection .
396,"Net 1,196 2,232"
397,Rabobank 's net profit was 1.43 billion guilders in 1995 .
398,""" Morris has been trying to make President Clinton a Republican , now maybe he 'll revert to the liberal Democrat that he really is , "" Dole told reporters ."
399,Division three
400,Formula Shell beat Ginebra San Miguel 89-86 ( 45-46 half-time )
401,Fortuna Duesseldorf 3 1 0 2 1 7 3
402,Played on Friday :
403,M. Atherton c Inzamam-ul-Haq b Mushtaq Ahmed 43
404,6. Mathias Ntawulikura ( Rwanda ) 27:25.48
405,"The premier , who is due to meet his Turkish counterpart Necmettin Erbakan on Tuesday , will also be discussing the postponed Bosnian elections , a foreign ministry official said ."
406,""""
407,5. Lietti 8
408,Constructorul win on away goals rule .
409,"Colombo estimates more than 50,000 people have been killed in the war between government forces and the Liberation Tigers of Tamil Eelam rebels in the island 's north and east ."
410,St Pauli 4 1 1 2 7 11 4
411,"NORTHAMPTON , England 1996-08-28"
412,Faction fighting and an orgy of looting in the capital Monrovia in April and May killed hundreds of people .
413,"Linford Christie has confirmed he will run in a "" Dream Team "" sprint relay at the Berlin grand prix athletics meeting on Friday ."
414,matches on Sunday :
415,Quake shakes Costa Rica during Hashimoto visit .
416,"Planted in late summer and early autumn , the grain is Ukraine 's largest export item and traditionally grows better than summer wheat in Ukraine 's soil ."
417,"He painted a scene of horrors he saw if Republicans controlled the White House and the Congress they hold now . """
418,"New Zealand Cricket said the Sri Lankans would play tests in Hamilton and Wellington and one-dayers in Auckland , Christchurch and Dunedin , following hard on the heels of a tour by England ."
